model,provider,tokens_prompt,tokens_completion,tokens_reasoning,finish_reason,generation_time_ms,cost_total
hearth-70b,Fastori,2543,349,2,stop,1007,2.458045
hearth-70b,Steadfast,1662,265,0,stop,3493,1.877675
hearth-70b,Steadfast,2363,268,4,stop,4432,2.163255
hearth-70b,NimbusServe,2083,334,8,stop,7265,2.037793
hearth-70b,Steadfast,2348,287,2,stop,4161,2.337293
hearth-70b,Fastori,3182,272,1,stop,1521,2.899397
hearth-70b,Steadfast,1896,382,1,stop,2657,2.213891
hearth-70b,Steadfast,2114,271,0,stop,3660,2.256693
hearth-70b,Fastori,1035,287,0,stop,1508,1.291889
hearth-70b,Coreline,1941,231,0,stop,2654,1.839311
hearth-70b,Coreline,2805,377,2,stop,2076,3.148465
hearth-70b,Steadfast,2161,395,0,stop,3933,2.280950
hearth-70b,NimbusServe,1900,363,0,stop,7206,2.038393
hearth-70b,Steadfast,2835,314,0,stop,4762,3.078828
hearth-70b,Coreline,1635,284,2,stop,2496,1.616788
hearth-70b,NimbusServe,2603,238,0,stop,6377,2.764690
hearth-70b,Steadfast,1269,276,0,stop,4315,1.331516
hearth-70b,NimbusServe,2381,317,3,stop,6387,2.270648
hearth-70b,NimbusServe,2982,329,3,stop,5102,2.690536
hearth-70b,Fastori,1814,368,0,stop,973,1.767663
hearth-70b,Fastori,1986,371,0,stop,1182,2.089268
hearth-70b,Fastori,3506,323,0,stop,1522,3.727452
hearth-70b,NimbusServe,2088,343,0,stop,97176,2.164823
hearth-70b,Fastori,1852,356,0,stop,1491,2.129931
hearth-70b,Steadfast,2840,347,1,stop,3719,2.961582
hearth-70b,Coreline,2557,315,0,stop,2941,2.718666
hearth-70b,Fastori,2046,199,1,stop,1246,2.096625
hearth-70b,Coreline,3061,289,0,stop,2183,3.103491
hearth-70b,Coreline,2894,391,0,stop,2174,3.023799
hearth-70b,Fastori,2543,342,0,stop,1354,2.778473
hearth-70b,Fastori,2254,327,0,stop,1622,2.094665
hearth-70b,Coreline,1911,263,1,stop,2722,2.141112
hearth-70b,Coreline,2695,425,6,stop,3406,2.883969
hearth-70b,NimbusServe,2497,217,2,stop,4447,2.469867
hearth-70b,Steadfast,3201,363,0,stop,3071,3.475995
hearth-70b,Fastori,1597,299,3,stop,1518,1.666984
hearth-70b,Coreline,2097,333,0,stop,1912,2.107931
hearth-70b,Coreline,1237,313,2,stop,2151,1.270899
hearth-70b,Coreline,2515,308,0,stop,3137,2.651736
hearth-70b,Fastori,1624,376,8,stop,1427,1.779887
hearth-70b,NimbusServe,2921,378,2,stop,7545,2.756437
hearth-70b,Fastori,2598,338,3,stop,1438,2.832517
hearth-70b,Steadfast,2354,378,0,stop,2996,2.438489
hearth-70b,Coreline,2885,258,0,stop,2979,2.997375
hearth-70b,NimbusServe,1605,386,0,stop,7822,1.947141
hearth-70b,NimbusServe,3011,266,4,stop,5056,3.181131
hearth-70b,Steadfast,2071,229,0,stop,2529,1.903289
hearth-70b,NimbusServe,2222,376,7,stop,78690,2.419536
hearth-70b,Fastori,2471,314,5,stop,1459,2.524694
hearth-70b,Steadfast,3220,403,0,stop,4472,3.428140
hearth-70b,Steadfast,2240,265,0,stop,4873,2.051569
hearth-70b,Steadfast,2240,448,5,stop,3275,2.304199
hearth-70b,Fastori,2473,250,0,stop,1243,2.364698
hearth-70b,Coreline,2467,284,1,stop,2263,2.531200
hearth-70b,NimbusServe,1457,355,0,stop,6547,1.638298
hearth-70b,Steadfast,2334,337,1,stop,4406,2.287670
hearth-70b,Coreline,2676,353,3,stop,2794,2.529378
hearth-70b,Steadfast,2467,426,0,stop,4169,2.768981
hearth-70b,Fastori,2633,369,2,stop,1299,2.532297
hearth-70b,Fastori,2740,364,4,stop,1383,2.559830
hearth-70b,Fastori,1874,304,0,stop,1604,1.864526
hearth-70b,Steadfast,2134,357,3,stop,4462,2.454908
hearth-70b,Coreline,2399,321,2,stop,2607,2.398457
hearth-70b,Fastori,1730,426,3,stop,1224,1.892860
hearth-70b,Steadfast,2420,248,1,stop,3977,2.429630
hearth-70b,Steadfast,2287,295,8,stop,3658,2.337406
hearth-70b,Coreline,3760,387,1,stop,2512,3.445616
hearth-70b,Steadfast,2774,204,5,stop,3655,2.932870
hearth-70b,Coreline,1528,382,0,stop,1632,1.711332
hearth-70b,Coreline,1425,322,5,stop,2373,1.537635
hearth-70b,Coreline,1828,341,2,stop,2460,1.762566
hearth-70b,Steadfast,2275,455,0,stop,3559,2.477683
hearth-70b,Coreline,3128,290,0,stop,2622,3.104104
hearth-70b,Steadfast,2329,329,0,stop,3434,2.466324
hearth-70b,Coreline,2344,362,0,stop,2105,2.530757
hearth-70b,Steadfast,2631,300,0,stop,4505,2.445214
hearth-70b,NimbusServe,2118,318,2,stop,78337,2.009410
hearth-70b,Coreline,2303,243,0,stop,2299,2.298309
hearth-70b,NimbusServe,3644,280,2,stop,4417,3.188313
hearth-70b,Steadfast,2653,436,5,stop,4409,2.557044
hearth-70b,Steadfast,2805,220,1,stop,4157,2.609529
hearth-70b,Steadfast,2073,226,1,stop,4731,2.128569
hearth-70b,NimbusServe,2653,404,0,stop,6105,2.920811
hearth-70b,NimbusServe,1693,230,0,stop,5604,1.774360
hearth-70b,Steadfast,3113,449,3,stop,3891,3.482350
hearth-70b,Fastori,2610,431,6,stop,1256,2.856031
hearth-70b,Fastori,1970,348,5,stop,1245,1.939795
hearth-70b,Fastori,2519,292,0,stop,1207,2.330883
hearth-70b,Coreline,1669,317,2,stop,2494,1.642533
hearth-70b,NimbusServe,1385,301,2,stop,70039,1.399513
hearth-70b,NimbusServe,2905,268,0,stop,5742,2.770726
hearth-70b,NimbusServe,2316,346,0,stop,5464,2.278620
hearth-70b,NimbusServe,2970,451,3,stop,5260,3.270585
hearth-70b,Steadfast,2691,393,0,stop,3922,2.902685
hearth-70b,Coreline,2635,383,0,stop,2842,2.672093
hearth-70b,Fastori,3125,406,2,stop,1736,3.391763
hearth-70b,Coreline,2414,220,5,stop,2109,2.453903
hearth-70b,NimbusServe,2986,345,0,stop,118244,3.175285
hearth-70b,Steadfast,2323,278,0,stop,4450,2.404279
hearth-70b,NimbusServe,2662,240,0,stop,96309,2.830365
hearth-70b,Fastori,3404,329,0,stop,1244,3.092834
hearth-70b,NimbusServe,3016,241,3,stop,6451,3.018208
hearth-70b,Steadfast,2588,308,0,stop,3396,2.464138
hearth-70b,Coreline,2154,259,1,stop,2049,1.977595
hearth-70b,Fastori,1507,377,6,stop,1475,1.604269
hearth-70b,NimbusServe,2306,296,3,stop,7431,2.190226
hearth-70b,NimbusServe,1722,327,3,stop,6464,1.934588
hearth-70b,Coreline,2840,321,0,stop,2419,2.922730
hearth-70b,NimbusServe,2265,347,5,stop,5163,2.342919
hearth-70b,NimbusServe,2603,328,1,stop,6452,2.391525
hearth-70b,Fastori,2692,397,0,stop,1191,2.923754
hearth-70b,Coreline,2081,284,0,stop,2291,2.141016
hearth-70b,Fastori,1982,285,0,stop,1726,2.141329
hearth-70b,Coreline,1791,304,1,stop,3276,2.050384
hearth-70b,Steadfast,3457,285,5,stop,3962,3.399182
hearth-70b,Steadfast,3067,291,1,stop,3750,3.233534
hearth-70b,Fastori,3011,192,2,stop,1506,2.969549
hearth-70b,Fastori,3176,233,3,stop,1616,3.254155
hearth-70b,NimbusServe,2368,317,0,stop,103944,2.632817
hearth-70b,Coreline,1978,347,0,stop,2253,2.018924
hearth-70b,Coreline,1940,297,0,stop,2964,2.192148
hearth-70b,Fastori,3266,373,2,stop,1551,3.559297
hearth-70b,NimbusServe,3159,269,2,stop,6124,3.166662
hearth-70b,NimbusServe,3226,277,3,stop,6895,2.999257
hearth-70b,Coreline,1976,273,3,stop,2587,2.200793
hearth-70b,Coreline,2727,235,0,stop,2574,2.780154
hearth-70b,NimbusServe,2486,390,7,stop,100858,2.689052
hearth-70b,NimbusServe,2320,331,2,stop,6100,2.560883
hearth-70b,Fastori,1797,327,0,stop,1496,1.842147
hearth-70b,NimbusServe,1958,326,0,stop,98540,2.214212
hearth-70b,Steadfast,2789,203,0,stop,4141,2.925724
hearth-70b,NimbusServe,1407,209,1,stop,6582,1.533112
hearth-70b,NimbusServe,2541,222,0,stop,6328,2.685824
hearth-70b,Fastori,1918,231,2,stop,1037,1.996278
hearth-70b,Coreline,2842,224,0,stop,2248,3.012765
hearth-70b,NimbusServe,1822,375,0,stop,5330,1.937542
hearth-70b,Fastori,1925,343,1,stop,1057,2.095212
hearth-70b,Fastori,2062,385,0,stop,1105,2.386978
hearth-70b,Fastori,1439,416,0,stop,1694,1.669181
hearth-70b,NimbusServe,2688,268,0,stop,4923,2.484591
hearth-70b,Steadfast,3019,367,0,stop,3638,2.803504
hearth-70b,NimbusServe,2038,247,0,stop,50183,1.955177
hearth-70b,Steadfast,2447,321,1,stop,3290,2.681383
hearth-70b,Fastori,2678,179,2,stop,1441,2.549053
hearth-70b,Coreline,2364,326,0,stop,2792,2.569928
hearth-70b,NimbusServe,2522,309,0,stop,5193,2.741268
hearth-70b,Steadfast,3061,350,0,stop,4185,3.178013
hearth-70b,Fastori,2056,309,0,stop,1350,1.966071
hearth-70b,Steadfast,2566,274,1,stop,4229,2.554917
hearth-70b,Coreline,1229,312,0,stop,2891,1.432700
hearth-70b,NimbusServe,2361,304,4,stop,7832,2.486289
hearth-70b,NimbusServe,3363,293,1,stop,7531,3.149707
hearth-70b,NimbusServe,2538,263,7,stop,5795,2.593586
hearth-70b,NimbusServe,2242,278,0,stop,7046,2.318598
hearth-70b,Fastori,2414,243,1,stop,1439,2.361663
hearth-70b,NimbusServe,3312,353,0,stop,6223,3.437926
hearth-70b,Coreline,2623,382,3,stop,1880,2.810638
hearth-70b,Fastori,2605,357,0,stop,1609,2.549127
hearth-70b,Steadfast,2768,239,4,stop,4409,2.970508
hearth-70b,Coreline,2289,361,0,stop,2312,2.458562
hearth-70b,Steadfast,2545,318,0,stop,3220,2.772930
hearth-70b,Fastori,1970,221,1,stop,1130,1.833437
hearth-70b,Coreline,2077,329,5,stop,2715,2.167133
hearth-70b,NimbusServe,2322,252,2,stop,5265,2.468376
hearth-70b,Fastori,1830,324,0,stop,1534,1.768013
hearth-70b,Fastori,2239,350,6,stop,1501,2.149442
hearth-70b,NimbusServe,2335,336,0,stop,6539,2.391516
hearth-70b,NimbusServe,2419,183,0,stop,5618,2.213293
hearth-70b,Fastori,2290,369,4,stop,1374,2.503925
hearth-70b,Fastori,2270,446,0,stop,1483,2.226578
hearth-70b,Steadfast,1014,326,4,stop,3239,1.325111
hearth-70b,Coreline,2047,473,4,stop,2527,2.273646
hearth-70b,Steadfast,2648,245,2,stop,4166,2.367067
hearth-70b,Fastori,2157,359,0,stop,1256,2.246532
hearth-70b,NimbusServe,2922,304,0,stop,5915,2.914141
hearth-70b,Fastori,1911,295,0,stop,1414,2.132724
hearth-70b,Coreline,1885,277,0,stop,2758,1.920235
hearth-70b,NimbusServe,2669,325,0,stop,5402,2.627239
hearth-70b,Coreline,2127,312,0,stop,2769,2.180270
hearth-70b,Coreline,2030,304,5,stop,2684,2.119747
hearth-70b,NimbusServe,3051,290,0,stop,96902,3.287289
hearth-70b,NimbusServe,3554,310,3,stop,6259,3.531104
hearth-70b,Steadfast,2148,368,1,stop,3753,2.464825
hearth-70b,NimbusServe,2387,342,3,stop,5198,2.648689
hearth-70b,Steadfast,1738,435,4,stop,3711,1.906552
hearth-70b,NimbusServe,3261,377,2,stop,61415,2.970037
hearth-70b,Steadfast,1305,327,0,stop,3987,1.410187
hearth-70b,Fastori,2038,338,3,stop,1046,2.274400
hearth-70b,Coreline,1912,336,2,stop,2415,1.836388
hearth-70b,Steadfast,2194,362,0,stop,4342,2.375239
hearth-70b,NimbusServe,3582,345,1,stop,7061,3.635853
hearth-70b,Fastori,2832,249,0,stop,1472,2.661504
hearth-70b,NimbusServe,1730,325,0,stop,5018,1.822397
hearth-70b,Coreline,2017,306,0,stop,3062,2.287989
hearth-70b,Fastori,1994,346,5,stop,1618,1.948872
hearth-70b,Fastori,2578,315,0,stop,1307,2.703376
hearth-70b,Coreline,2008,248,0,stop,3076,1.892873
hearth-70b,Steadfast,2308,330,4,stop,3815,2.482914
hearth-70b,Coreline,2882,426,0,stop,2366,3.091554
hearth-70b,Fastori,2811,268,1,stop,8252,2.648619
hearth-70b,Fastori,2095,376,0,stop,1615,2.401800
hearth-70b,Steadfast,2026,286,0,stop,4126,2.048710
hearth-70b,Fastori,2751,296,0,stop,1270,2.536852
hearth-70b,Fastori,1849,278,1,stop,1711,1.850506
hearth-70b,Coreline,2036,406,0,stop,3042,2.011191
hearth-70b,Fastori,2382,322,0,stop,1352,2.378472
hearth-70b,Steadfast,2895,512,0,stop,4220,2.782467
hearth-70b,Steadfast,2080,373,2,stop,3522,2.014959
hearth-70b,Coreline,2594,203,0,stop,1844,2.365536
hearth-70b,Coreline,1753,351,4,stop,2934,1.926236
hearth-70b,Steadfast,2605,359,0,stop,4240,2.532341
hearth-70b,Steadfast,2390,403,0,stop,3638,2.761419
hearth-70b,Fastori,3402,251,6,stop,1326,3.402647
hearth-70b,Steadfast,2215,430,6,stop,4593,2.459588
hearth-70b,Fastori,2267,412,0,stop,1823,2.217718
hearth-70b,Fastori,1923,346,4,stop,1615,1.972532
hearth-70b,Steadfast,2642,382,0,stop,25684,2.455305
hearth-70b,Steadfast,2380,330,7,stop,4360,2.315896
hearth-70b,Coreline,2148,340,2,stop,2573,2.262177
hearth-70b,Steadfast,3094,381,0,stop,3473,2.841232
hearth-70b,NimbusServe,2819,427,1,stop,84064,2.903491
hearth-70b,Coreline,3151,342,0,stop,2686,3.313372
hearth-70b,Steadfast,2277,315,0,stop,3960,2.105929
hearth-70b,Coreline,2786,305,0,stop,2042,2.652553
hearth-70b,Coreline,1614,377,3,stop,2199,1.641767
hearth-70b,Steadfast,2722,275,5,stop,5360,2.841299
hearth-70b,Fastori,2306,319,0,stop,1116,2.347597
hearth-70b,NimbusServe,2245,270,0,stop,5970,2.431405
hearth-70b,Coreline,3013,430,1,stop,2497,3.141273
hearth-70b,Coreline,1966,368,4,stop,2846,2.031541
hearth-70b,NimbusServe,2255,242,4,stop,6147,2.449982
hearth-70b,Steadfast,2261,328,0,stop,4176,2.401949
hearth-70b,Coreline,1770,318,0,stop,2776,1.901736
hearth-70b,Steadfast,2776,213,0,stop,4023,2.530596
hearth-70b,Coreline,3431,295,0,stop,2742,3.489985
hearth-70b,Coreline,1853,368,6,stop,2845,2.043029
hearth-70b,NimbusServe,1964,377,0,stop,4206,2.288595
hearth-70b,Coreline,2510,381,5,stop,2904,2.573690
hearth-70b,Fastori,3310,249,0,stop,1233,3.446830
hearth-70b,NimbusServe,1796,411,0,stop,91490,1.869043
hearth-70b,Fastori,1913,263,0,stop,1339,1.847456
hearth-70b,Steadfast,3168,268,5,stop,4373,3.293901
hearth-70b,Fastori,2761,288,0,stop,1676,2.550102
hearth-70b,Steadfast,2094,332,1,stop,3303,2.150839
hearth-70b,Coreline,1986,405,0,stop,2259,2.084355
hearth-70b,NimbusServe,2822,251,0,stop,5216,2.725007
hearth-70b,NimbusServe,2174,371,5,stop,8046,2.077174
hearth-70b,Coreline,2253,406,5,stop,2661,2.355290
hearth-70b,Fastori,1728,347,2,stop,1680,1.822797
hearth-70b,Steadfast,1634,331,4,stop,5590,1.786245
hearth-70b,Fastori,1636,289,0,stop,1215,1.673179
hearth-70b,Fastori,2513,359,0,stop,1359,2.592761
hearth-70b,NimbusServe,2370,346,1,stop,90771,2.664416
hearth-70b,Steadfast,2090,271,1,stop,4317,2.289337
hearth-70b,Steadfast,1951,339,10,stop,3625,1.948040
hearth-70b,NimbusServe,2783,236,0,stop,96958,2.537998
hearth-70b,NimbusServe,1579,208,4,stop,4979,1.545875
hearth-70b,NimbusServe,2827,367,0,stop,5607,2.675464
hearth-70b,Coreline,2455,330,3,stop,3110,2.358451
hearth-70b,NimbusServe,1765,231,0,stop,4670,1.762333
hearth-70b,Steadfast,2159,421,0,stop,3855,2.246427
hearth-70b,NimbusServe,1462,299,0,stop,6566,1.708616
hearth-70b,Steadfast,2348,404,0,stop,3605,2.548163
hearth-70b,NimbusServe,2179,199,0,stop,8131,1.943983
hearth-70b,Fastori,3127,253,0,stop,1650,3.296723
hearth-70b,Coreline,3064,330,0,stop,2765,3.227261
hearth-70b,NimbusServe,2418,311,1,stop,4675,2.285384
hearth-70b,NimbusServe,2981,313,0,stop,4599,3.077050
hearth-70b,Fastori,2325,336,7,stop,1186,2.589256
hearth-70b,Steadfast,2849,269,0,stop,4201,2.937561
hearth-70b,Fastori,1163,323,8,stop,1692,1.366502
hearth-70b,Coreline,2790,378,1,stop,2171,2.731635
hearth-70b,Steadfast,2665,225,0,stop,3934,2.785805
hearth-70b,Fastori,3374,347,0,stop,1257,3.679188
hearth-70b,Steadfast,2032,317,0,stop,4631,2.023571
hearth-70b,Coreline,2433,239,4,stop,2092,2.530203
hearth-70b,Fastori,2602,333,4,stop,1508,2.444636
hearth-70b,NimbusServe,3108,326,0,stop,108564,3.098377
hearth-70b,Fastori,2493,366,0,stop,1346,2.423130
hearth-70b,Fastori,1264,345,0,stop,1880,1.578663
hearth-70b,NimbusServe,2268,328,0,stop,7594,2.347887
hearth-70b,Coreline,1963,328,0,stop,2108,1.859824
hearth-70b,Coreline,2502,293,0,stop,2449,2.542251
hearth-70b,Coreline,3335,218,0,stop,2359,2.903891
hearth-70b,Fastori,2048,271,0,stop,1582,2.095841
hearth-70b,Fastori,2942,384,0,stop,1499,3.235991
hearth-70b,NimbusServe,2109,202,0,stop,6588,2.039953
hearth-70b,Coreline,2553,375,2,stop,2449,2.694681
hearth-70b,Steadfast,1677,226,2,stop,3754,1.549657
hearth-70b,NimbusServe,1035,243,0,stop,50647,1.194350
hearth-70b,Steadfast,1686,240,0,stop,4332,1.862164
hearth-70b,Fastori,2897,309,0,stop,1531,3.051593
hearth-70b,NimbusServe,1837,399,3,stop,5371,1.927551
hearth-70b,Fastori,3159,340,0,stop,1261,3.255158
hearth-70b,Steadfast,1523,221,1,stop,5283,1.474980
hearth-70b,Coreline,3155,290,0,stop,2549,3.334065
hearth-70b,NimbusServe,2247,362,4,stop,6520,2.244185
hearth-70b,Fastori,2913,358,2,stop,1521,3.199313
hearth-70b,Fastori,2871,310,10,stop,1645,2.961927
hearth-70b,NimbusServe,2355,463,0,stop,6454,2.469992
hearth-70b,Steadfast,1959,278,1,stop,3296,1.931003
hearth-70b,Fastori,3412,395,0,stop,1521,3.688881
hearth-70b,NimbusServe,2198,330,0,stop,5720,2.151190
hearth-70b,Fastori,1822,340,6,stop,8468,1.852363
hearth-70b,Steadfast,2280,377,0,stop,3865,2.206393
hearth-70b,Steadfast,2061,327,8,stop,3309,2.210258
hearth-70b,Steadfast,2235,382,1,stop,3042,2.328989
hearth-70b,Fastori,2784,426,0,stop,1273,3.121628
hearth-70b,Fastori,2725,332,0,stop,1352,2.906596
hearth-70b,NimbusServe,2218,253,1,stop,6047,2.022802
hearth-70b,NimbusServe,2439,276,0,stop,112049,2.355112
hearth-70b,Steadfast,2545,354,6,stop,4598,2.719370
hearth-70b,Fastori,2663,421,0,stop,1369,2.877698
hearth-70b,Coreline,2078,395,4,stop,2091,2.449895
hearth-70b,Coreline,2456,362,1,stop,2384,2.351535
hearth-70b,Steadfast,2042,297,0,stop,3743,2.031240
hearth-70b,NimbusServe,2712,262,0,stop,6516,2.909590
hearth-70b,Steadfast,1819,329,1,stop,3698,1.764173
hearth-70b,Coreline,2016,355,0,stop,2550,2.325689
hearth-70b,Coreline,2689,351,7,stop,2380,2.782245
hearth-70b,Coreline,2793,283,0,stop,2547,2.973559
hearth-70b,Fastori,2593,377,0,stop,1518,2.940120
hearth-70b,Coreline,2018,466,4,stop,2845,2.445844
hearth-70b,Coreline,2540,342,0,stop,2424,2.390619
hearth-70b,Steadfast,2673,313,0,stop,3905,2.907722
hearth-70b,Steadfast,2137,431,0,stop,4578,2.317457
hearth-70b,Coreline,3132,310,3,stop,2400,2.956412
hearth-70b,Coreline,2208,386,0,stop,2928,2.398837
hearth-70b,Coreline,2210,395,9,stop,2737,2.321445
hearth-70b,Steadfast,1760,271,2,stop,2993,1.940162
hearth-70b,Steadfast,1492,360,0,stop,4405,1.753216
hearth-70b,Coreline,2067,160,2,stop,2433,1.882074
hearth-70b,Fastori,1990,282,0,stop,1334,2.116772
hearth-70b,NimbusServe,3490,271,1,stop,86718,3.221073
hearth-70b,Coreline,2582,328,2,stop,2333,2.725178
hearth-70b,Coreline,2963,405,0,stop,2277,2.813885
hearth-70b,Steadfast,2780,338,0,stop,5114,3.054832
hearth-70b,Fastori,2219,207,1,stop,1208,2.335213
hearth-70b,NimbusServe,2431,241,0,stop,6775,2.297236
hearth-70b,Coreline,1586,298,0,stop,2529,1.826429
hearth-70b,Fastori,2597,305,0,stop,1594,2.393854
hearth-70b,Fastori,2769,231,0,stop,1092,2.664101
hearth-70b,NimbusServe,2603,337,2,stop,5971,2.543064
hearth-70b,Steadfast,2876,269,0,stop,18929,2.751467
hearth-70b,NimbusServe,2604,320,1,stop,6850,2.678229
hearth-70b,Steadfast,2211,287,5,stop,3126,2.071546
hearth-70b,Coreline,2142,374,5,stop,2411,2.160671
hearth-70b,Fastori,3224,311,0,stop,1177,3.097263
hearth-70b,NimbusServe,2343,266,2,stop,5784,2.421891
hearth-70b,Steadfast,2271,316,0,stop,4801,2.394930
hearth-70b,Steadfast,3003,334,8,stop,4069,2.968142
hearth-70b,NimbusServe,2726,289,0,stop,6696,2.598226
hearth-70b,Fastori,1993,399,0,stop,1508,2.277770
hearth-70b,NimbusServe,2372,352,0,stop,4783,2.579473
hearth-70b,NimbusServe,2704,389,0,stop,67832,2.929013
hearth-70b,NimbusServe,2201,319,1,stop,7296,2.049213
hearth-70b,Coreline,2860,306,3,stop,2633,2.622654
hearth-70b,NimbusServe,2114,303,0,stop,72266,2.385246
hearth-70b,NimbusServe,2253,341,4,stop,5049,2.440994
hearth-70b,Coreline,2385,333,4,stop,8568,2.236470
hearth-70b,Steadfast,2791,329,0,stop,4896,2.840113
hearth-70b,NimbusServe,3106,361,0,stop,4878,3.175681
hearth-70b,Steadfast,3431,367,2,stop,3712,3.481673
hearth-70b,Coreline,2772,235,0,stop,2683,2.560418
hearth-70b,Fastori,2451,279,3,stop,1479,2.250327
hearth-70b,Coreline,2135,326,0,stop,3164,2.369748
hearth-70b,Steadfast,3364,327,1,stop,4427,3.446838
hearth-70b,NimbusServe,2571,174,0,stop,5539,2.254529
hearth-70b,Fastori,1440,275,1,stop,1397,1.448886
hearth-70b,Fastori,2519,308,1,stop,1110,2.393771
hearth-70b,Fastori,2359,309,0,stop,1769,2.243274
hearth-70b,Fastori,2519,363,0,stop,1349,2.536139
hearth-70b,Fastori,2527,302,0,stop,1568,2.627203
hearth-70b,NimbusServe,1949,271,2,stop,67128,1.899671
hearth-70b,Steadfast,1862,352,0,stop,4044,2.102084
hearth-70b,Coreline,2527,281,0,stop,2318,2.295132
hearth-70b,Fastori,2893,418,0,stop,1315,2.774530
hearth-70b,Fastori,1607,253,0,stop,1566,1.634833
hearth-70b,NimbusServe,1730,282,0,stop,5947,1.937203
hearth-70b,Coreline,1707,320,0,stop,2947,2.006464
hearth-70b,Fastori,2525,377,0,stop,1357,2.649123
hearth-70b,Steadfast,2709,282,1,stop,2862,2.893792
hearth-70b,Fastori,3517,399,2,stop,1073,3.189955
hearth-70b,NimbusServe,1592,240,2,stop,6718,1.614246
hearth-70b,Coreline,2395,342,0,stop,2121,2.668041
hearth-70b,Steadfast,1893,282,1,stop,2897,2.065055
hearth-70b,Coreline,2442,320,2,stop,2797,2.348124
hearth-70b,Fastori,1785,365,5,stop,1218,1.888739
hearth-70b,Fastori,2705,349,1,stop,1692,2.858191
hearth-70b,Steadfast,2070,362,0,stop,4441,2.305521
hearth-70b,Fastori,2230,353,0,stop,1233,2.148597
hearth-70b,NimbusServe,2419,278,2,stop,84448,2.338670
hearth-70b,Fastori,1969,348,6,stop,1253,2.028123
hearth-70b,NimbusServe,1426,332,3,stop,4399,1.463751
hearth-70b,NimbusServe,2639,381,2,stop,5484,2.704070
hearth-70b,NimbusServe,2334,332,6,stop,6428,2.392524
hearth-70b,Fastori,1852,193,0,stop,1463,2.015180
hearth-70b,Coreline,2476,329,0,stop,2019,2.570988
hearth-70b,Steadfast,3018,302,0,stop,4621,3.082417
hearth-70b,NimbusServe,2753,399,4,stop,4335,2.834849
hearth-70b,Coreline,2266,285,2,stop,2935,2.322796
hearth-70b,Coreline,2185,381,0,stop,3014,2.417274
hearth-70b,NimbusServe,1738,262,2,stop,6076,1.664281
hearth-70b,Coreline,2605,391,0,stop,2235,2.637322
hearth-70b,Coreline,3214,317,1,stop,2241,3.224466
hearth-70b,Coreline,1954,389,0,stop,2278,2.275527
hearth-70b,Steadfast,1436,222,0,stop,3977,1.490649
hearth-70b,Fastori,2258,335,0,stop,1336,2.450867
hearth-70b,NimbusServe,2328,273,0,stop,5476,2.246423
hearth-70b,Steadfast,2620,198,1,stop,3122,2.639718
hearth-70b,Coreline,2655,366,0,stop,2386,2.615394
hearth-70b,Fastori,2578,223,5,stop,1320,2.323275
hearth-70b,Coreline,2079,218,2,stop,2628,2.266698
hearth-70b,Coreline,2276,256,2,stop,2608,2.264839
hearth-70b,Coreline,2873,203,2,stop,2444,2.995545
hearth-70b,Coreline,2840,295,0,stop,3130,3.006259
hearth-70b,NimbusServe,2325,295,0,stop,5314,2.410743
hearth-70b,Coreline,1892,281,2,stop,2743,1.998677
hearth-70b,NimbusServe,2276,355,0,stop,6589,2.365565
hearth-70b,NimbusServe,3215,414,0,stop,6006,3.296440
hearth-70b,NimbusServe,2526,196,1,stop,5999,2.424859
hearth-70b,Fastori,2213,363,0,stop,1551,2.363860
hearth-70b,Steadfast,2333,421,0,stop,4093,2.557775
hearth-70b,Steadfast,1926,209,0,stop,3348,1.940092
hearth-70b,Coreline,3230,267,5,stop,2369,3.452448
hearth-70b,NimbusServe,2566,298,1,stop,5812,2.823049
hearth-70b,Fastori,2684,317,0,stop,1321,2.771686
hearth-70b,Fastori,2371,326,0,stop,1369,2.599543
hearth-70b,Steadfast,2350,329,3,stop,5307,2.246290
hearth-70b,Fastori,2159,276,2,stop,1114,2.060327
hearth-70b,Coreline,2518,426,0,stop,2809,2.751656
